group_id,ENVIRON_COMPARTMENT,ENVIRON_COMPARTMENT_SUB,SPECIES_GROUP,SAMPLE_SPECIES,SAMPLE_TISSUE,SITE_GEOGRAPHIC_FEATURE,SITE_GEOGRAPHIC_FEATURE_SUB,MEASURED_UNIT_STANDARD,species_common_name,rank,n,n_sources,dip_p,cum_pct,tier,flag_multimodal,flag_outliers,notebook,decision,lump_into,notes
G216-Bf-Rnr-L-cep-Wbd-Mw,Biota,"Biota, Aquatic",Fish,Leuciscus cephalus,Whole body,"River, stream, canal",Not reported,mg/kg (wet),European chub,218,1,1,,0.9997,tail,FALSE,FALSE,Fish,,,
G217-Bf-Cnr-L-lim-Mus-Mw,Biota,"Biota, Aquatic",Fish,Limanda limanda,Muscle,"Coastal, fjord",Not reported,mg/kg (wet),Common dab,219,1,1,,0.9997,tail,FALSE,FALSE,Fish,,,
G218-Bf-Cnr-M-aeg-Liv-Mw,Biota,"Biota, Aquatic",Fish,Melanogrammus aeglefinus,Liver,"Coastal, fjord",Not reported,mg/kg (wet),Haddock,220,1,1,,0.9997,tail,FALSE,FALSE,Fish,,,
G219-Bf-Cnr-P-fle-Mus-Mw,Biota,"Biota, Aquatic",Fish,Platichthys flesus,Muscle,"Coastal, fjord",Not reported,mg/kg (wet),European flounder,221,1,1,,0.9997,tail,FALSE,FALSE,Fish,,,
G220-Bf-Lnr-R-rut-Wbd-Mw,Biota,"Biota, Aquatic",Fish,Rutilus rutilus,Whole body,"Lake, pond, pool, reservoir",Not reported,mg/kg (wet),Roach minnow,222,1,1,,0.9997,tail,FALSE,FALSE,Fish,,,
G221-Bf-Lnr-S-tru-Wbd-Mw,Biota,"Biota, Aquatic",Fish,Salmo trutta,Whole body,"Lake, pond, pool, reservoir",Not reported,mg/kg (wet),River trout,223,1,1,,0.9997,tail,FALSE,FALSE,Fish,,,
G222-Bf-Rnr-S-luc-Bil-Mw,Biota,"Biota, Aquatic",Fish,Sander lucioperca,Bile,"River, stream, canal",Not reported,mg/kg (wet),Pikeperch,224,1,1,,0.9998,tail,FALSE,FALSE,Fish,,,
G223-Bf-Onr-S-mic-Mus-Mw,Biota,"Biota, Aquatic",Fish,Somniosus microcephalus,Muscle,"Ocean, sea, territorial waters",Not reported,mg/kg (wet),Greenland sleeper shark,225,1,1,,0.9998,tail,FALSE,FALSE,Fish,,,
G224-Bf-Cnr-T-min-Wbd-Mw,Biota,"Biota, Aquatic",Fish,Trisopterus minutus,Whole body,"Coastal, fjord",Not reported,mg/kg (wet),Poor cod,226,1,1,,0.9998,tail,FALSE,FALSE,Fish,,,
G225-Bi-Lnr-A-ast-Tst-Mw,Biota,"Biota, Aquatic",Invertebrates,Astacus astacus,Total soft tissues,"Lake, pond, pool, reservoir",Not reported,mg/kg (wet),Noble crayfish,227,1,1,,0.9998,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G226-Bi-Owb-C-pap-Dsk-Md,Biota,"Biota, Aquatic",Invertebrates,Crossaster papposus,Disc skeleton,"Ocean, sea, territorial waters",Water benthos,mg/kg (dry),Common sun star,228,1,1,,0.9998,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G227-Bi-Owb-H-phr-Dsk-Md,Biota,"Biota, Aquatic",Invertebrates,Hippasteria phrygiana,Disc skeleton,"Ocean, sea, territorial waters",Water benthos,mg/kg (dry),Arctic cushion star,229,1,1,,0.9998,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G228-Bi-Owb-I-pan-Dsk-Md,Biota,"Biota, Aquatic",Invertebrates,Icasterias panopla,Disc skeleton,"Ocean, sea, territorial waters",Water benthos,mg/kg (dry),,230,1,1,,0.9998,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G229-Bm-Onr-B-phy-Fat-Mw,Biota,"Biota, Aquatic",Mammals,Balaenoptera physalus,Fat/Adipose,"Ocean, sea, territorial waters",Not reported,mg/kg (wet),Fin whale,231,1,1,,0.9998,tail,FALSE,FALSE,Birds and Mammals,,,
G230-Bm-Onr-L-alb-Mus-Mw,Biota,"Biota, Aquatic",Mammals,Lagenorhynchus albirostris,Muscle,"Ocean, sea, territorial waters",Not reported,mg/kg (wet),White-beaked dolphin,232,1,1,,0.9998,tail,FALSE,FALSE,Birds and Mammals,,,
G231-Bm-Onr-M-nov-Fat-Mw,Biota,"Biota, Aquatic",Mammals,Megaptera novaeangliae,Fat/Adipose,"Ocean, sea, territorial waters",Not reported,mg/kg (wet),Humpback whale,233,1,1,,0.9999,tail,FALSE,FALSE,Birds and Mammals,,,
G232-Bm-Onr-P-mac-Fat-Mw,Biota,"Biota, Aquatic",Mammals,Physeter macrocephalus,Fat/Adipose,"Ocean, sea, territorial waters",Not reported,mg/kg (wet),Sperm whale,234,1,1,,0.9999,tail,FALSE,FALSE,Birds and Mammals,,,
G233-Bl-Cnr-A-exc-Tst-Mw,Biota,"Biota, Aquatic",Molluscs,Acesta excavata,Total soft tissues,"Coastal, fjord",Not reported,mg/kg (wet),,235,1,1,,0.9999,tail,FALSE,FALSE,Molluscs,,,
G234-Bl-Cnr-B-und-Wbd-Mw,Biota,"Biota, Aquatic",Molluscs,Buccinum undatum,Whole body,"Coastal, fjord",Not reported,mg/kg (wet),Waved whelk,236,1,1,,0.9999,tail,FALSE,FALSE,Molluscs,,,
G235-Bl-Cnr-Ergi-Tst-Mw,Biota,"Biota, Aquatic",Molluscs,Erginus,Total soft tissues,"Coastal, fjord",Not reported,mg/kg (wet),,237,1,1,,0.9999,tail,FALSE,FALSE,Molluscs,,,
G236-Bl-Lnr-Gast-Wbd-Mw,Biota,"Biota, Aquatic",Molluscs,Gastropoda,Whole body,"Lake, pond, pool, reservoir",Not reported,mg/kg (wet),Gastropods,238,1,1,,0.9999,tail,FALSE,FALSE,Molluscs,,,
G237-Bl-Cnr-Lepe-Tst-Mw,Biota,"Biota, Aquatic",Molluscs,Lepetella,Total soft tissues,"Coastal, fjord",Not reported,mg/kg (wet),,239,1,1,,0.9999,tail,FALSE,FALSE,Molluscs,,,
G238-Br-Rnr-E-hor-Tst-Mw,Biota,"Biota, Aquatic",Worms,Eisenia hortensis,Total soft tissues,"River, stream, canal",Not reported,mg/kg (wet),,240,1,1,,0.9999,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G239-Br-Rnr-Lumb-Tst-Mw,Biota,"Biota, Aquatic",Worms,Lumbricus,Total soft tissues,"River, stream, canal",Not reported,mg/kg (wet),,241,1,1,,0.9999,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G240-Bb-Rnr-T-pil-Egg-Mw,Biota,"Biota, Terrestrial",Birds,Turdus pilaris,Egg,"River, stream, canal",Not reported,mg/kg (wet),,242,1,1,,0.9999,tail,FALSE,FALSE,Birds and Mammals,,,
G241-Bm-Rnr-C-cap-Liv-Mw,Biota,"Biota, Terrestrial",Mammals,Capreolus capreolus,Liver,"River, stream, canal",Not reported,mg/kg (wet),Western roe deer,243,1,1,,1,tail,FALSE,FALSE,Birds and Mammals,,,
G242-Bm-Onr-P-pho-Fat-Mw,Biota,"Biota, Terrestrial",Mammals,Phocoena phocoena,Fat/Adipose,"Ocean, sea, territorial waters",Not reported,mg/kg (wet),Harbor porpoise,244,1,1,,1,tail,FALSE,FALSE,Birds and Mammals,,,
G243-Bm-Onr-P-pho-Liv-Mw,Biota,"Biota, Terrestrial",Mammals,Phocoena phocoena,Liver,"Ocean, sea, territorial waters",Not reported,mg/kg (wet),Harbor porpoise,245,1,1,,1,tail,FALSE,FALSE,Birds and Mammals,,,
G244-Bm-Onr-P-pho-Mus-Mw,Biota,"Biota, Terrestrial",Mammals,Phocoena phocoena,Muscle,"Ocean, sea, territorial waters",Not reported,mg/kg (wet),Harbor porpoise,246,1,1,,1,tail,FALSE,FALSE,Birds and Mammals,,,
G245-Bh-Cnr-H-spl-Pla-Md,Biota,"Biota, Terrestrial",Moss/Hornworts,Hylocomium splendens,Plant tissue,"Coastal, fjord",Not reported,mg/kg (dry),,247,1,1,,1,tail,FALSE,FALSE,Algae and Plants,,,
